service_id,date,exception_type,exception_note,schedule_type
72987-1111100-0,20230522,1,Coronado Ferry - M-F with Events,WD
7298753-1111100-53,20230522,1,Coronado Ferry - M-F with Events Coronado Ferry Commuter,WD
79397-1111100-0,20230522,1,FINAL,WD
79337-1111100-0,20230522,1,FINAL,WD
79398-1111100-0,20230522,1,FINAL,WD
79409-1111100-0,20230522,1,FINAL,WD
7940929-1111100-29,20230522,1,FINAL San Ysidro High School,WD
7940951-1111100-51,20230522,1,FINAL San Ysidro HIgh School,WD
79332-1111100-0,20230522,1,FINAL,WD
79333-1111100-0,20230522,1,FINAL,WD
793337-1111100-7,20230522,1,FINAL Rural 888,WD
79777-1111100-0,20230522,1,PRODUCTION,WD
7977715-1111100-15,20230522,1,PRODUCTION SD Mesa College,WD
7977721-1111100-21,20230522,1,PRODUCTION UCSD,WD
79791-1111100-0,20230522,1,Schedule #122,WD
76360-1111111-0,20230523,1,Old Town to Airport Shuttle,ERRdow
72987-1111100-0,20230523,1,Coronado Ferry - M-F with Events,WD
7298753-1111100-53,20230523,1,Coronado Ferry - M-F with Events Coronado Ferry Commuter,WD
79397-1111100-0,20230523,1,FINAL,WD
79337-1111100-0,20230523,1,FINAL,WD
79398-1111100-0,20230523,1,FINAL,WD
79409-1111100-0,20230523,1,FINAL,WD
7940929-1111100-29,20230523,1,FINAL San Ysidro High School,WD
7940951-1111100-51,20230523,1,FINAL San Ysidro HIgh School,WD
79332-1111100-0,20230523,1,FINAL,WD
79333-1111100-0,20230523,1,FINAL,WD
79777-1111100-0,20230523,1,PRODUCTION,WD
7977715-1111100-15,20230523,1,PRODUCTION SD Mesa College,WD
7977721-1111100-21,20230523,1,PRODUCTION UCSD,WD
79791-1111100-0,20230523,1,Schedule #122,WD
76360-1111111-0,20230524,1,Old Town to Airport Shuttle,ERRdow
72987-1111100-0,20230524,1,Coronado Ferry - M-F with Events,WD
7298753-1111100-53,20230524,1,Coronado Ferry - M-F with Events Coronado Ferry Commuter,WD
79397-1111100-0,20230524,1,FINAL,WD
79337-1111100-0,20230524,1,FINAL,WD
79398-1111100-0,20230524,1,FINAL,WD
79409-1111100-0,20230524,1,FINAL,WD
7940929-1111100-29,20230524,1,FINAL San Ysidro High School,WD
7940951-1111100-51,20230524,1,FINAL San Ysidro HIgh School,WD
79332-1111100-0,20230524,1,FINAL,WD
79333-1111100-0,20230524,1,FINAL,WD
79777-1111100-0,20230524,1,PRODUCTION,WD
7977715-1111100-15,20230524,1,PRODUCTION SD Mesa College,WD
7977721-1111100-21,20230524,1,PRODUCTION UCSD,WD
79791-1111100-0,20230524,1,Schedule #122,WD
76360-1111111-0,20230525,1,Old Town to Airport Shuttle,ERRdow
72987-1111100-0,20230525,1,Coronado Ferry - M-F with Events,WD
7298753-1111100-53,20230525,1,Coronado Ferry - M-F with Events Coronado Ferry Commuter,WD
79397-1111100-0,20230525,1,FINAL,WD
79337-1111100-0,20230525,1,FINAL,WD
79398-1111100-0,20230525,1,FINAL,WD
79409-1111100-0,20230525,1,FINAL,WD
7940929-1111100-29,20230525,1,FINAL San Ysidro High School,WD
7940951-1111100-51,20230525,1,FINAL San Ysidro HIgh School,WD
79332-1111100-0,20230525,1,FINAL,WD
79333-1111100-0,20230525,1,FINAL,WD
7933311-1111100-11,20230525,1,FINAL Rural 892,WD
79777-1111100-0,20230525,1,PRODUCTION,WD
7977715-1111100-15,20230525,1,PRODUCTION SD Mesa College,WD
7977721-1111100-21,20230525,1,PRODUCTION UCSD,WD
79791-1111100-0,20230525,1,Schedule #122,WD
76360-1111111-0,20230526,1,Old Town to Airport Shuttle,ERRdow
72987-1111100-0,20230526,1,Coronado Ferry - M-F with Events,WD
7298753-1111100-53,20230526,1,Coronado Ferry - M-F with Events Coronado Ferry Commuter,WD
7298755-1111100-55,20230526,1,Coronado Ferry - M-F with Events Coronado Ferry "Friday Trips",WD
79397-1111100-0,20230526,1,FINAL,WD
79337-1111100-0,20230526,1,FINAL,WD
79398-1111100-0,20230526,1,FINAL,WD
79409-1111100-0,20230526,1,FINAL,WD
7940925-0000100-25,20230526,1,FINAL 904 Summer,WD
7940925-1111100-25,20230526,1,FINAL 904 Summer,WD
7940929-1111100-29,20230526,1,FINAL San Ysidro High School,WD
79332-1111100-0,20230526,1,FINAL,WD
79333-1111100-0,20230526,1,FINAL,WD
793337-1111100-7,20230526,1,FINAL Rural 888,WD
793339-1111100-9,20230526,1,FINAL Rural 891,WD
79777-1111100-0,20230526,1,PRODUCTION,WD
7977715-1111100-15,20230526,1,PRODUCTION SD Mesa College,WD
7977721-1111100-21,20230526,1,PRODUCTION UCSD,WD
79791-1111100-0,20230526,1,Schedule #122,WD
76360-1111111-0,20230527,1,Old Town to Airport Shuttle,ERRdow
72986-0000010-0,20230527,1,Coronado Ferry - Sat,SA
79339-0000010-0,20230527,1,FINAL,SA
79334-0000010-0,20230527,1,FINAL,SA
79408-0000010-0,20230527,1,FINAL,SA
7940825-0000010-25,20230527,1,FINAL 904 Summer,SA
79778-0000010-0,20230527,1,PRODUCTION,SA
79792-0000010-0,20230527,1,Schedule #122,SA
76360-1111111-0,20230528,1,Old Town to Airport Shuttle,ERRdow
72985-0000001-0,20230528,1,Coronado Ferry - Sun,SU
79335-0000001-0,20230528,1,FINAL,SU
79407-0000001-0,20230528,1,FINAL,SU
7940725-0000001-25,20230528,1,FINAL 904 Summer,SU
79779-0000001-0,20230528,1,PRODUCTION,SU
79793-0000001-0,20230528,1,Schedule #122,SU
76360-1111111-0,20230529,1,Old Town to Airport Shuttle,ERRdow
72987-1111100-0,20230529,1,Coronado Ferry - M-F with Events,WD
79783-0000001-0,20230529,1,FINAL - MEMORIAL DAY,ERRdow
79784-0000001-0,20230529,1,FINAL - MEMORIAL DAY,ERRdow
7978425-0000001-25,20230529,1,FINAL - MEMORIAL DAY 904 Summer,ERRdow
79782-0000001-0,20230529,1,PRODUCTION - Sunday Sch.   (Memorial Day),ERRdow
79793-0000001-0,20230529,1,Schedule #122,SU
76360-1111111-0,20230530,1,Old Town to Airport Shuttle,ERRdow
72987-1111100-0,20230530,1,Coronado Ferry - M-F with Events,WD
7298753-1111100-53,20230530,1,Coronado Ferry - M-F with Events Coronado Ferry Commuter,WD
79397-1111100-0,20230530,1,FINAL,WD
79337-1111100-0,20230530,1,FINAL,WD
79398-1111100-0,20230530,1,FINAL,WD
79409-1111100-0,20230530,1,FINAL,WD
7940925-1111100-25,20230530,1,FINAL 904 Summer,WD
7940951-1111100-51,20230530,1,FINAL San Ysidro HIgh School,WD
79332-1111100-0,20230530,1,FINAL,WD
79333-1111100-0,20230530,1,FINAL,WD
793337-1111100-7,20230530,1,FINAL Rural 888,WD
79777-1111100-0,20230530,1,PRODUCTION,WD
7977721-1111100-21,20230530,1,PRODUCTION UCSD,WD
79791-1111100-0,20230530,1,Schedule #122,WD
76360-1111111-0,20230531,1,Old Town to Airport Shuttle,ERRdow
72987-1111100-0,20230531,1,Coronado Ferry - M-F with Events,WD
7298753-1111100-53,20230531,1,Coronado Ferry - M-F with Events Coronado Ferry Commuter,WD
79397-1111100-0,20230531,1,FINAL,WD
79337-1111100-0,20230531,1,FINAL,WD
79398-1111100-0,20230531,1,FINAL,WD
79409-1111100-0,20230531,1,FINAL,WD
7940925-1111100-25,20230531,1,FINAL 904 Summer,WD
7940951-1111100-51,20230531,1,FINAL San Ysidro HIgh School,WD
79332-1111100-0,20230531,1,FINAL,WD
79333-1111100-0,20230531,1,FINAL,WD
79777-1111100-0,20230531,1,PRODUCTION,WD
7977721-1111100-21,20230531,1,PRODUCTION UCSD,WD
79791-1111100-0,20230531,1,Schedule #122,WD
76360-1111111-0,20230601,1,Old Town to Airport Shuttle,ERRdow
72987-1111100-0,20230601,1,Coronado Ferry - M-F with Events,WD
7298753-1111100-53,20230601,1,Coronado Ferry - M-F with Events Coronado Ferry Commuter,WD
79397-1111100-0,20230601,1,FINAL,WD
79337-1111100-0,20230601,1,FINAL,WD
79398-1111100-0,20230601,1,FINAL,WD
79409-1111100-0,20230601,1,FINAL,WD
7940925-1111100-25,20230601,1,FINAL 904 Summer,WD
7940951-1111100-51,20230601,1,FINAL San Ysidro HIgh School,WD
79332-1111100-0,20230601,1,FINAL,WD
79333-1111100-0,20230601,1,FINAL,WD
7933311-1111100-11,20230601,1,FINAL Rural 892,WD
79777-1111100-0,20230601,1,PRODUCTION,WD
7977721-1111100-21,20230601,1,PRODUCTION UCSD,WD
79791-1111100-0,20230601,1,Schedule #122,WD
76360-1111111-0,20230602,1,Old Town to Airport Shuttle,ERRdow
72987-1111100-0,20230602,1,Coronado Ferry - M-F with Events,WD
7298753-1111100-53,20230602,1,Coronado Ferry - M-F with Events Coronado Ferry Commuter,WD
7298755-1111100-55,20230602,1,Coronado Ferry - M-F with Events Coronado Ferry "Friday Trips",WD
79397-1111100-0,20230602,1,FINAL,WD
79337-1111100-0,20230602,1,FINAL,WD
79398-1111100-0,20230602,1,FINAL,WD
79409-1111100-0,20230602,1,FINAL,WD
7940925-0000100-25,20230602,1,FINAL 904 Summer,WD
7940925-1111100-25,20230602,1,FINAL 904 Summer,WD
7940951-1111100-51,20230602,1,FINAL San Ysidro HIgh School,WD
79332-1111100-0,20230602,1,FINAL,WD
79333-1111100-0,20230602,1,FINAL,WD
793337-1111100-7,20230602,1,FINAL Rural 888,WD
793339-1111100-9,20230602,1,FINAL Rural 891,WD
79777-1111100-0,20230602,1,PRODUCTION,WD
7977721-1111100-21,20230602,1,PRODUCTION UCSD,WD
79791-1111100-0,20230602,1,Schedule #122,WD
76360-1111111-0,20230603,1,Old Town to Airport Shuttle,ERRdow
72986-0000010-0,20230603,1,Coronado Ferry - Sat,SA
79339-0000010-0,20230603,1,FINAL,SA
79334-0000010-0,20230603,1,FINAL,SA
79408-0000010-0,20230603,1,FINAL,SA
7940825-0000010-25,20230603,1,FINAL 904 Summer,SA
79778-0000010-0,20230603,1,PRODUCTION,SA
79792-0000010-0,20230603,1,Schedule #122,SA
76360-1111111-0,20230604,1,Old Town to Airport Shuttle,ERRdow
72985-0000001-0,20230604,1,Coronado Ferry - Sun,SU
79335-0000001-0,20230604,1,FINAL,SU
79407-0000001-0,20230604,1,FINAL,SU
7940725-0000001-25,20230604,1,FINAL 904 Summer,SU
79779-0000001-0,20230604,1,PRODUCTION,SU
79793-0000001-0,20230604,1,Schedule #122,SU
76360-1111111-0,20230605,1,Old Town to Airport Shuttle,ERRdow
72987-1111100-0,20230605,1,Coronado Ferry - M-F with Events,WD
7298753-1111100-53,20230605,1,Coronado Ferry - M-F with Events Coronado Ferry Commuter,WD
79397-1111100-0,20230605,1,FINAL,WD
79337-1111100-0,20230605,1,FINAL,WD
79398-1111100-0,20230605,1,FINAL,WD
79409-1111100-0,20230605,1,FINAL,WD
7940925-1111100-25,20230605,1,FINAL 904 Summer,WD
79332-1111100-0,20230605,1,FINAL,WD
79333-1111100-0,20230605,1,FINAL,WD
793337-1111100-7,20230605,1,FINAL Rural 888,WD
79777-1111100-0,20230605,1,PRODUCTION,WD
7977721-1111100-21,20230605,1,PRODUCTION UCSD,WD
79791-1111100-0,20230605,1,Schedule #122,WD
76360-1111111-0,20230606,1,Old Town to Airport Shuttle,ERRdow
72987-1111100-0,20230606,1,Coronado Ferry - M-F with Events,WD
7298753-1111100-53,20230606,1,Coronado Ferry - M-F with Events Coronado Ferry Commuter,WD
79397-1111100-0,20230606,1,FINAL,WD
79337-1111100-0,20230606,1,FINAL,WD
79398-1111100-0,20230606,1,FINAL,WD
79409-1111100-0,20230606,1,FINAL,WD
7940925-1111100-25,20230606,1,FINAL 904 Summer,WD
79332-1111100-0,20230606,1,FINAL,WD
79333-1111100-0,20230606,1,FINAL,WD
79777-1111100-0,20230606,1,PRODUCTION,WD
7977721-1111100-21,20230606,1,PRODUCTION UCSD,WD
79791-1111100-0,20230606,1,Schedule #122,WD
76360-1111111-0,20230607,1,Old Town to Airport Shuttle,ERRdow
72987-1111100-0,20230607,1,Coronado Ferry - M-F with Events,WD
7298753-1111100-53,20230607,1,Coronado Ferry - M-F with Events Coronado Ferry Commuter,WD
79397-1111100-0,20230607,1,FINAL,WD
79337-1111100-0,20230607,1,FINAL,WD
79398-1111100-0,20230607,1,FINAL,WD
79409-1111100-0,20230607,1,FINAL,WD
7940925-1111100-25,20230607,1,FINAL 904 Summer,WD
79332-1111100-0,20230607,1,FINAL,WD
79333-1111100-0,20230607,1,FINAL,WD
79777-1111100-0,20230607,1,PRODUCTION,WD
7977721-1111100-21,20230607,1,PRODUCTION UCSD,WD
79791-1111100-0,20230607,1,Schedule #122,WD
76360-1111111-0,20230608,1,Old Town to Airport Shuttle,ERRdow
72987-1111100-0,20230608,1,Coronado Ferry - M-F with Events,WD
7298753-1111100-53,20230608,1,Coronado Ferry - M-F with Events Coronado Ferry Commuter,WD
79397-1111100-0,20230608,1,FINAL,WD
79337-1111100-0,20230608,1,FINAL,WD
79398-1111100-0,20230608,1,FINAL,WD
79409-1111100-0,20230608,1,FINAL,WD
7940925-1111100-25,20230608,1,FINAL 904 Summer,WD
79332-1111100-0,20230608,1,FINAL,WD
79333-1111100-0,20230608,1,FINAL,WD
7933311-1111100-11,20230608,1,FINAL Rural 892,WD
79777-1111100-0,20230608,1,PRODUCTION,WD
7977721-1111100-21,20230608,1,PRODUCTION UCSD,WD
79791-1111100-0,20230608,1,Schedule #122,WD
76360-1111111-0,20230609,1,Old Town to Airport Shuttle,ERRdow
72987-1111100-0,20230609,1,Coronado Ferry - M-F with Events,WD
7298753-1111100-53,20230609,1,Coronado Ferry - M-F with Events Coronado Ferry Commuter,WD
7298755-1111100-55,20230609,1,Coronado Ferry - M-F with Events Coronado Ferry "Friday Trips",WD
79397-1111100-0,20230609,1,FINAL,WD
79337-1111100-0,20230609,1,FINAL,WD
79398-1111100-0,20230609,1,FINAL,WD
79409-1111100-0,20230609,1,FINAL,WD
7940925-0000100-25,20230609,1,FINAL 904 Summer,WD
7940925-1111100-25,20230609,1,FINAL 904 Summer,WD
79332-1111100-0,20230609,1,FINAL,WD
79333-1111100-0,20230609,1,FINAL,WD
793337-1111100-7,20230609,1,FINAL Rural 888,WD
793339-1111100-9,20230609,1,FINAL Rural 891,WD
79777-1111100-0,20230609,1,PRODUCTION,WD
7977721-1111100-21,20230609,1,PRODUCTION UCSD,WD
79791-1111100-0,20230609,1,Schedule #122,WD
76360-1111111-0,20230610,1,Old Town to Airport Shuttle,ERRdow
72986-0000010-0,20230610,1,Coronado Ferry - Sat,SA
79339-0000010-0,20230610,1,FINAL,SA
79334-0000010-0,20230610,1,FINAL,SA
79408-0000010-0,20230610,1,FINAL,SA
7940825-0000010-25,20230610,1,FINAL 904 Summer,SA
79778-0000010-0,20230610,1,PRODUCTION,SA
79792-0000010-0,20230610,1,Schedule #122,SA
